,DATE,TEMP,TEMP_Count,DEWP,DEWP_Count,SLP,SLP_Count,STP,STP_Count,VISIB,VISIB_Count,WDSP,WDSP_Count,MXSPD,GUST,MAX,MIN,PRCP,SNDP,MAX_Flag,MIN_Flag,PRCP_Flag,TEMP_is_missing,TEMP_Count_is_missing,DEWP_is_missing,DEWP_Count_is_missing,SLP_is_missing,SLP_Count_is_missing,STP_is_missing,STP_Count_is_missing,VISIB_is_missing,VISIB_Count_is_missing,WDSP_is_missing,WDSP_Count_is_missing,MXSPD_is_missing,GUST_is_missing,MAX_is_missing,MIN_is_missing,PRCP_is_missing,SNDP_is_missing,Is_Fog,Is_Rain or Drizzle,Is_Snow or Ice Pellets,Is_Hail,Is_Thunder,Is_Tornado or Funnel Cloud
518,1950-04-21,53.2,5.0,45.0,5.0,1020.9,5.0,9999.9,0.0,4.0,5.0,2.0,5.0,4.1,999.9,63.0,45.0,0.12,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
519,1950-04-22,55.0,5.0,38.0,5.0,1019.9,5.0,9999.9,0.0,5.5,5.0,5.2,5.0,6.0,999.9,63.0,45.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
520,1950-04-23,62.7,4.0,49.5,4.0,1012.4,4.0,9999.9,0.0,4.3,4.0,5.5,4.0,12.0,999.9,72.0,50.0,0.0,999.9,*,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
521,1950-04-25,66.5,4.0,45.0,4.0,1012.0,4.0,9999.9,0.0,6.2,4.0,13.5,4.0,15.9,999.9,84.0,61.0,0.02,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
522,1950-04-26,63.7,4.0,49.5,4.0,1015.2,4.0,9999.9,0.0,6.2,4.0,2.5,4.0,4.1,999.9,70.0,61.0,0.02,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
523,1950-04-27,61.7,4.0,47.8,4.0,1012.6,4.0,9999.9,0.0,5.3,4.0,10.0,4.0,14.0,999.9,72.0,52.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
524,1950-04-28,57.7,4.0,41.8,4.0,1019.0,4.0,9999.9,0.0,8.4,4.0,4.0,4.0,9.9,999.9,64.0,54.0,99.99,999.9,_,*,_,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
525,1950-04-30,55.6,5.0,41.0,5.0,1015.9,5.0,9999.9,0.0,9.9,5.0,10.4,5.0,14.0,999.9,66.0,48.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
526,1950-05-04,56.5,4.0,9999.9,0.0,1031.2,4.0,9999.9,0.0,6.8,4.0,1.5,4.0,4.1,999.9,68.0,43.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
527,1950-05-05,59.2,4.0,9999.9,0.0,1027.7,4.0,9999.9,0.0,9.3,4.0,3.5,4.0,6.0,999.9,70.0,41.0,0.0,999.9,*,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
528,1950-05-09,39.0,4.0,28.7,4.0,1020.5,4.0,9999.9,0.0,10.9,4.0,5.5,4.0,8.0,999.9,50.0,28.0,0.12,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
529,1950-05-10,42.5,4.0,30.7,4.0,1020.3,4.0,9999.9,0.0,7.8,4.0,4.0,4.0,8.0,999.9,48.0,34.0,0.02,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
530,1950-05-12,45.5,4.0,34.0,4.0,1012.9,4.0,9999.9,0.0,9.3,4.0,3.0,4.0,4.1,999.9,52.0,39.0,0.04,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
531,1950-05-13,46.0,4.0,36.0,4.0,1017.2,4.0,9999.9,0.0,7.8,4.0,1.5,4.0,6.0,999.9,57.0,34.0,0.05,999.9,_,_,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
532,1950-05-14,52.7,4.0,35.0,4.0,1015.5,4.0,9999.9,0.0,6.8,4.0,3.5,4.0,12.0,999.9,64.0,41.0,0.0,999.9,_,*,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
533,1950-05-15,59.5,4.0,39.2,4.0,1008.0,4.0,9999.9,0.0,10.9,4.0,9.0,4.0,14.0,999.9,72.0,43.0,99.99,999.9,_,_,_,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
534,1950-05-16,55.0,6.0,45.5,6.0,1004.5,5.0,9999.9,0.0,10.4,6.0,10.3,6.0,15.9,999.9,68.0,48.0,0.09,999.9,_,*,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
535,1950-05-18,51.5,4.0,32.8,4.0,1020.7,4.0,9999.9,0.0,7.8,4.0,3.5,4.0,8.0,999.9,64.0,37.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
536,1950-05-19,60.5,4.0,32.5,4.0,1023.1,4.0,9999.9,0.0,9.3,4.0,9.5,4.0,14.0,999.9,70.0,43.0,0.0,999.9,*,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
537,1950-05-21,64.3,4.0,50.8,4.0,1019.9,4.0,9999.9,0.0,10.9,4.0,6.5,4.0,8.0,999.9,79.0,54.0,0.47,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
538,1950-05-23,59.7,4.0,39.5,4.0,1014.2,4.0,9999.9,0.0,5.9,4.0,4.0,4.0,8.0,999.9,72.0,50.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
539,1950-05-24,57.5,4.0,52.7,4.0,1004.0,4.0,9999.9,0.0,5.4,4.0,8.5,4.0,14.0,999.9,68.0,54.0,0.71,999.9,_,_,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
540,1950-05-25,56.8,5.0,38.2,5.0,1008.6,5.0,9999.9,0.0,11.2,5.0,5.6,5.0,8.0,999.9,63.0,54.0,0.0,999.9,_,*,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
541,1950-05-26,55.0,5.0,37.0,5.0,1012.2,5.0,9999.9,0.0,8.0,5.0,3.0,4.0,9.9,999.9,64.0,43.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
542,1950-05-27,54.3,4.0,48.0,4.0,1007.1,4.0,9999.9,0.0,6.8,4.0,5.0,4.0,9.9,999.9,64.0,46.0,0.06,999.9,_,_,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
543,1950-05-28,61.5,4.0,50.5,4.0,1008.3,4.0,9999.9,0.0,8.4,4.0,8.4,4.0,16.9,999.9,68.0,52.0,0.04,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
544,1950-05-29,63.4,5.0,47.6,5.0,1013.5,5.0,9999.9,0.0,6.5,5.0,3.6,5.0,9.9,999.9,73.0,48.0,0.04,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
545,1950-05-30,56.8,4.0,45.2,4.0,1011.8,4.0,9999.9,0.0,10.9,4.0,12.7,4.0,19.0,999.9,63.0,52.0,0.31,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
546,1950-05-31,50.5,4.0,46.0,4.0,1005.6,4.0,9999.9,0.0,5.3,4.0,8.0,4.0,9.9,999.9,54.0,46.0,0.47,999.9,*,*,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
547,1950-06-02,47.0,4.0,9999.9,0.0,1017.8,4.0,9999.9,0.0,10.9,4.0,13.0,4.0,15.9,999.9,52.0,41.0,0.02,999.9,*,_,E,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
548,1950-06-03,50.5,4.0,40.0,4.0,1020.9,4.0,9999.9,0.0,10.9,4.0,8.0,4.0,14.0,999.9,61.0,41.0,0.2,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
549,1950-06-04,51.5,4.0,37.8,4.0,1025.1,4.0,9999.9,0.0,10.9,4.0,5.5,4.0,8.0,999.9,61.0,41.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
550,1950-06-05,60.0,4.0,48.0,4.0,1018.6,4.0,9999.9,0.0,10.9,4.0,9.0,4.0,14.0,999.9,73.0,48.0,0.08,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
551,1950-06-06,54.5,4.0,9999.9,0.0,1014.2,4.0,9999.9,0.0,7.8,4.0,6.0,4.0,8.0,999.9,57.0,52.0,0.04,999.9,_,_,E,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
552,1950-06-07,51.8,4.0,31.2,4.0,1016.6,4.0,9999.9,0.0,10.9,4.0,5.5,4.0,8.0,999.9,59.0,39.0,0.0,999.9,*,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
553,1950-06-08,57.7,4.0,42.5,4.0,1011.6,4.0,9999.9,0.0,9.9,4.0,11.3,4.0,19.0,999.9,68.0,41.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
554,1950-06-11,55.8,4.0,9999.9,0.0,1002.4,4.0,9999.9,0.0,3.7,4.0,4.0,4.0,9.9,999.9,59.0,50.0,99.99,999.9,*,_,_,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
555,1950-06-12,51.0,5.0,43.8,5.0,997.8,5.0,9999.9,0.0,6.7,5.0,6.8,5.0,9.9,999.9,57.0,46.0,0.25,999.9,_,_,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
556,1950-06-13,46.8,4.0,42.0,4.0,996.7,4.0,9999.9,0.0,9.3,4.0,10.5,4.0,14.0,999.9,54.0,43.0,0.08,999.9,_,*,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
557,1950-06-14,51.4,5.0,43.8,5.0,1000.7,5.0,9999.9,0.0,14.9,5.0,9.4,5.0,16.9,999.9,55.0,45.0,0.08,999.9,*,_,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
558,1950-06-15,50.5,4.0,42.5,4.0,1008.2,4.0,9999.9,0.0,12.4,4.0,5.0,4.0,8.0,999.9,55.0,48.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
559,1950-06-16,54.0,4.0,44.5,4.0,1012.0,4.0,9999.9,0.0,10.9,4.0,3.0,4.0,6.0,999.9,64.0,46.0,0.02,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
560,1950-06-17,56.3,4.0,44.2,4.0,1014.7,4.0,9999.9,0.0,9.3,4.0,2.0,4.0,6.0,999.9,66.0,45.0,0.0,999.9,_,*,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
561,1950-06-18,63.5,4.0,56.8,4.0,1008.7,4.0,9999.9,0.0,4.3,4.0,2.5,4.0,4.1,999.9,73.0,57.0,99.99,999.9,_,*,_,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
562,1950-06-19,66.2,4.0,58.0,4.0,1005.7,4.0,9999.9,0.0,2.6,4.0,2.5,4.0,4.1,999.9,73.0,61.0,0.02,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
563,1950-06-21,69.4,5.0,53.4,5.0,1010.0,5.0,9999.9,0.0,9.9,5.0,1.6,5.0,8.0,999.9,79.0,54.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
564,1950-06-22,70.0,4.0,52.5,4.0,1010.4,4.0,9999.9,0.0,6.8,4.0,1.0,4.0,1.9,999.9,79.0,57.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
565,1950-06-23,72.2,4.0,50.3,4.0,1009.8,4.0,9999.9,0.0,6.2,4.0,1.0,4.0,4.1,999.9,81.0,59.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
566,1950-06-24,71.7,4.0,48.7,4.0,1008.7,4.0,9999.9,0.0,8.1,4.0,4.5,4.0,9.9,999.9,81.0,61.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
567,1950-06-27,67.2,5.0,55.4,5.0,1013.1,5.0,9999.9,0.0,10.4,5.0,3.6,5.0,8.0,999.9,77.0,57.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
568,1950-06-28,63.0,4.0,55.8,4.0,1011.7,4.0,9999.9,0.0,7.8,4.0,0.0,4.0,999.9,999.9,68.0,57.0,0.0,999.9,*,_,I,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
569,1950-06-29,62.0,4.0,54.8,4.0,1003.7,4.0,9999.9,0.0,5.9,4.0,5.5,4.0,9.9,999.9,72.0,57.0,0.35,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
570,1950-06-30,61.4,5.0,58.2,5.0,996.5,5.0,9999.9,0.0,4.3,4.0,3.7,5.0,6.0,999.9,68.0,57.0,0.28,999.9,_,_,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
571,1950-10-02,48.7,4.0,9999.9,0.0,1021.4,4.0,9999.9,0.0,5.4,4.0,4.0,4.0,9.9,999.9,57.0,41.0,0.0,999.9,_,*,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
572,1950-10-03,55.5,4.0,42.0,4.0,1016.9,4.0,9999.9,0.0,5.3,4.0,8.5,4.0,14.0,999.9,63.0,50.0,99.99,999.9,*,*,_,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
573,1950-10-07,42.3,4.0,37.3,4.0,1026.1,4.0,9999.9,0.0,9.5,4.0,0.5,4.0,1.9,999.9,54.0,37.0,0.0,999.9,*,*,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
574,1950-10-12,49.8,4.0,40.0,4.0,1021.2,4.0,9999.9,0.0,7.8,4.0,11.5,4.0,15.9,999.9,55.0,46.0,0.0,999.9,*,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
575,1950-10-15,39.0,4.0,28.8,4.0,1030.0,4.0,9999.9,0.0,6.2,4.0,3.0,4.0,6.0,999.9,52.0,32.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
576,1950-10-24,35.7,4.0,32.5,4.0,1012.7,4.0,9999.9,0.0,6.2,4.0,7.5,4.0,8.0,999.9,37.0,34.0,0.05,999.9,_,*,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
577,1950-10-31,29.8,4.0,21.5,4.0,1047.2,4.0,9999.9,0.0,5.3,4.0,3.0,4.0,6.0,999.9,36.0,27.0,0.0,999.9,_,*,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
578,1950-11-01,29.8,5.0,16.0,5.0,1042.7,4.0,9999.9,0.0,6.2,5.0,6.0,5.0,9.9,999.9,39.0,21.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
579,1950-11-02,30.6,5.0,15.4,5.0,1035.3,5.0,9999.9,0.0,8.7,5.0,6.0,5.0,9.9,999.9,39.0,21.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
580,1950-11-03,27.6,5.0,17.4,5.0,1030.3,5.0,9999.9,0.0,4.5,5.0,1.6,5.0,4.1,999.9,43.0,19.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
581,1950-11-04,27.0,4.0,21.7,4.0,9999.9,0.0,9999.9,0.0,3.0,4.0,6.0,4.0,8.0,999.9,32.0,21.0,0.0,999.9,_,_,I,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
582,1950-11-06,37.3,4.0,33.3,4.0,9999.9,0.0,9999.9,0.0,1.5,4.0,7.0,4.0,12.0,999.9,46.0,30.0,0.67,999.9,*,_,F,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
583,1950-11-07,41.0,4.0,40.0,4.0,1005.1,4.0,9999.9,0.0,0.9,4.0,6.5,4.0,8.0,999.9,43.0,39.0,0.47,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
584,1950-11-08,38.2,5.0,35.8,5.0,1001.2,5.0,9999.9,0.0,5.2,5.0,8.0,5.0,9.9,999.9,39.0,37.0,0.47,999.9,*,*,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
585,1950-11-09,35.2,4.0,29.5,4.0,1014.8,4.0,9999.9,0.0,6.2,4.0,8.0,4.0,12.0,999.9,39.0,32.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
586,1950-11-10,34.5,4.0,30.5,4.0,1014.6,4.0,9999.9,0.0,3.4,4.0,9.0,4.0,12.0,999.9,36.0,32.0,0.04,999.9,_,_,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
587,1950-11-11,32.0,5.0,29.0,4.0,1016.4,5.0,9999.9,0.0,5.5,5.0,6.0,5.0,8.0,999.9,34.0,30.0,0.05,999.9,_,*,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
588,1950-11-12,32.8,5.0,31.4,5.0,1013.9,5.0,9999.9,0.0,3.5,5.0,7.6,5.0,9.9,999.9,36.0,30.0,0.01,999.9,_,*,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
589,1950-11-13,37.5,4.0,36.7,4.0,1010.2,4.0,9999.9,0.0,2.0,4.0,3.5,4.0,8.0,999.9,41.0,36.0,0.04,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
590,1950-11-14,45.0,5.0,42.6,5.0,1004.2,5.0,9999.9,0.0,3.7,5.0,9.2,5.0,12.0,999.9,46.0,41.0,0.06,999.9,_,_,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
591,1950-11-15,42.3,4.0,40.5,4.0,1008.5,4.0,9999.9,0.0,2.6,4.0,4.6,4.0,6.0,999.9,46.0,36.0,0.02,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
592,1950-11-17,35.2,4.0,31.0,4.0,1007.0,4.0,9999.9,0.0,6.2,4.0,4.0,4.0,6.0,999.9,37.0,34.0,0.02,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
593,1950-11-18,32.0,4.0,31.5,4.0,1005.7,4.0,9999.9,0.0,1.4,4.0,9.5,4.0,12.0,999.9,34.0,9999.9,0.43,999.9,_,_,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0
594,1950-11-19,31.5,4.0,28.5,4.0,1014.4,4.0,9999.9,0.0,5.3,4.0,6.0,4.0,8.0,999.9,32.0,30.0,0.09,999.9,*,*,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
595,1950-11-20,30.6,5.0,28.0,5.0,1028.5,5.0,9999.9,0.0,4.0,5.0,5.6,5.0,6.0,999.9,34.0,27.0,0.12,999.9,_,*,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
596,1950-11-21,26.2,4.0,23.0,4.0,1041.2,4.0,9999.9,0.0,3.4,4.0,11.0,4.0,14.0,999.9,32.0,21.0,0.1,999.9,*,*,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
597,1950-11-22,13.8,5.0,6.6,5.0,1047.5,5.0,9999.9,0.0,3.2,5.0,7.6,5.0,9.9,999.9,19.0,10.0,0.02,999.9,*,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
598,1950-11-23,18.8,5.0,7.0,5.0,1041.8,5.0,9999.9,0.0,6.2,5.0,9.2,5.0,12.0,999.9,25.0,12.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
599,1950-11-24,24.0,5.0,11.0,5.0,1030.6,5.0,9999.9,0.0,6.2,5.0,7.6,5.0,9.9,999.9,28.0,19.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
600,1950-11-25,22.2,5.0,11.8,5.0,1026.5,5.0,9999.9,0.0,4.0,5.0,6.0,5.0,8.0,999.9,27.0,19.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
601,1950-11-26,22.0,5.0,12.6,5.0,1020.6,5.0,9999.9,0.0,3.2,5.0,7.5,5.0,9.9,999.9,28.0,18.0,0.0,999.9,_,*,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
602,1950-11-27,31.0,4.0,29.8,4.0,1013.5,4.0,9999.9,0.0,3.9,4.0,8.0,4.0,14.0,999.9,32.0,30.0,0.08,999.9,_,*,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
603,1950-11-29,28.0,4.0,26.0,4.0,1011.8,4.0,9999.9,0.0,1.6,4.0,8.0,4.0,12.0,999.9,9999.9,27.0,0.02,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
604,1950-11-30,31.5,4.0,30.5,4.0,1002.7,4.0,9999.9,0.0,1.0,4.0,9.5,4.0,14.0,999.9,34.0,28.0,0.12,999.9,_,_,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
605,1950-12-02,32.5,6.0,28.0,6.0,1007.7,6.0,9999.9,0.0,8.3,6.0,11.3,6.0,14.0,999.9,36.0,27.0,0.01,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
606,1950-12-03,36.3,6.0,32.3,6.0,1012.1,6.0,9999.9,0.0,4.3,6.0,11.0,6.0,14.0,999.9,37.0,36.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
607,1950-12-04,35.6,6.0,33.6,6.0,1012.6,6.0,9999.9,0.0,2.5,6.0,9.0,6.0,12.0,999.9,37.0,34.0,0.05,999.9,_,*,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
608,1950-12-05,33.0,4.0,30.0,4.0,1013.4,4.0,9999.9,0.0,2.5,4.0,8.0,4.0,12.0,999.9,34.0,32.0,0.02,999.9,_,*,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
609,1950-12-06,31.2,5.0,28.6,5.0,1004.9,5.0,9999.9,0.0,2.6,5.0,7.6,5.0,12.0,999.9,32.0,30.0,0.2,999.9,_,_,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
610,1950-12-07,27.1,6.0,22.0,6.0,1016.4,6.0,9999.9,0.0,6.2,6.0,9.9,6.0,14.0,999.9,28.0,27.0,0.02,999.9,*,*,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
611,1950-12-08,24.2,5.0,21.0,5.0,1023.2,5.0,9999.9,0.0,4.7,5.0,6.4,5.0,12.0,999.9,25.0,23.0,0.0,999.9,_,_,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
612,1950-12-09,22.0,4.0,16.2,4.0,1031.1,4.0,9999.9,0.0,2.8,4.0,1.0,4.0,4.1,999.9,28.0,18.0,0.0,999.9,_,*,I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
613,1950-12-10,19.0,4.0,9999.9,0.0,1031.5,4.0,9999.9,0.0,1.6,4.0,4.0,4.0,6.0,999.9,25.0,14.0,0.0,999.9,_,_,I,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
614,1950-12-11,24.2,5.0,22.0,4.0,1033.8,5.0,9999.9,0.0,1.9,5.0,8.4,5.0,14.0,999.9,27.0,21.0,99.99,999.9,*,*,_,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
615,1950-12-12,24.0,4.0,20.8,4.0,1026.9,4.0,9999.9,0.0,5.3,4.0,13.0,4.0,15.9,999.9,27.0,19.0,0.02,999.9,_,_,E,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
616,1950-12-13,31.2,5.0,30.2,5.0,1025.3,5.0,9999.9,0.0,3.0,5.0,13.2,5.0,15.9,999.9,32.0,25.0,0.06,999.9,_,_,F,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
